stage,epoch,train_loss,train_acc,test_loss,test_acc,micro_f1,macro_f1,cough_f1,cough_precision,cough_recall,non_cough_f1,non_cough_precision,non_cough_recall,learning_rate
Stage2,5,0.188768,0.923828,0.164502,96.124031,0.961240,0.797488,0.615385,1.000000,0.444444,0.979592,0.960000,1.000000,0.00000929
Stage2,6,0.100818,0.933594,0.166302,96.124031,0.961240,0.842568,0.705882,0.750000,0.666667,0.979253,0.975207,0.983333,0.00000895
Stage2,7,0.114630,0.910156,0.169656,95.348837,0.953488,0.820833,0.666667,0.666667,0.666667,0.975000,0.975000,0.975000,0.00000856
Stage2,8,0.085461,0.925781,0.169764,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000811
Stage2,9,0.081967,0.919922,0.176253,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000760
Stage2,10,0.088869,0.927734,0.196069,93.798450,0.937984,0.783193,0.600000,0.545455,0.666667,0.966387,0.974576,0.958333,0.00000706
Stage2,11,0.102569,0.912109,0.179658,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000648
Stage2,12,0.093200,0.914062,0.174107,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000588
Stage2,13,0.084949,0.925781,0.176767,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000526
Stage2,14,0.080602,0.919922,0.179721,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000464
Stage2,15,0.073506,0.910156,0.168598,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000402
Stage2,16,0.088060,0.925781,0.174334,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000342
Stage2,17,0.071510,0.916016,0.182155,93.798450,0.937984,0.783193,0.600000,0.545455,0.666667,0.966387,0.974576,0.958333,0.00000284
Stage2,18,0.078843,0.916016,0.175527,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000230
Stage2,19,0.079862,0.916016,0.180818,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000179
Stage2,20,0.058607,0.923828,0.185460,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000134
Stage2,21,0.068701,0.925781,0.183570,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000095
Stage2,22,0.059654,0.917969,0.182586,94.573643,0.945736,0.801145,0.631579,0.600000,0.666667,0.970711,0.974790,0.966667,0.00000061
Stage2,23,0.070021,0.916016,0.188469,93.798450,0.937984,0.783193,0.600000,0.545455,0.666667,0.966387,0.974576,0.958333,0.00000035
Stage2,24,0.074200,0.919922,0.186767,93.798450,0.937984,0.783193,0.600000,0.545455,0.666667,0.966387,0.974576,0.958333,0.00000016
Stage2,25,0.070148,0.921875,0.186646,93.798450,0.937984,0.783193,0.600000,0.545455,0.666667,0.966387,0.974576,0.958333,0.00000004
